0.000000000000000000e+00 9.139672490375891911e-01 2.980000000000000000e+02 1.731093216278269814e-02 -3.862524277589389297e-16 2.289662728773811939e-01 -2.413663943519862589e-15 2.006409861344452508e-16 -7.477761696073065972e-14 -9.693358676710198024e-15 -7.340122487319988834e-15 2.911892953316800083e-41 2.652709520571269253e-40 7.537227949599306642e-01
1.500750375187593757e-05 9.139672490371102409e-01 2.979999999998410090e+02 1.731093216278280916e-02 -4.025911354536450076e-17 2.289662728774233547e-01 -2.412034045556400883e-15 1.535237303230746279e-16 -1.174025381809381047e-13 -9.695190425880685491e-15 -7.286029000113957239e-15 3.140589364627448547e-41 2.652752393021927659e-40 7.537227949599306642e-01
3.001500750375187514e-05 9.139672490370612801e-01 2.979999999998247517e+02 1.731093216278281610e-02 -4.166621526589205599e-18 2.289662728774276568e-01 -2.410406205235144001e-15 1.172792816639923156e-16 -1.217822539826453354e-13 -9.697050302484613673e-15 -7.244837783293312060e-15 3.180726621348238480e-41 2.652795265397101342e-40 7.537227949599306642e-01
4.502251125562781609e-05 9.139672490370570612e-01 2.979999999998233307e+02 1.731093216278281610e-02 -4.088962783702469739e-19 2.289662728774280731e-01 -2.408780203857669089e-15 8.939875959520765933e-17 -1.221875104007928002e-13 -9.698916451377796140e-15 -7.213571357874872561e-15 3.054050478281412628e-41 2.652838137711446138e-40 7.537227949599306642e-01
6.003001500750375027e-05 9.139672490370570612e-01 2.979999999998233875e+02 1.731093216278281610e-02 -2.326650408890776306e-20 2.289662728774280731e-01 -2.407155870723976509e-15 6.795219978534500466e-17 -1.221906078448328764e-13 -9.700785884536620299e-15 -7.189939295414842590e-15 2.804533188754067081e-41 2.652881009984394402e-40 7.537227949599306642e-01
7.503751875937968445e-05 9.139672490370576163e-01 2.979999999998235580e+02 1.731093216278281610e-02 1.199039508110584188e-20 2.289662728774280454e-01 -2.405533073833896837e-15 5.145497371808740340e-17 -1.221614064276066034e-13 -9.702657705481841952e-15 -7.172179682097566730e-15 2.481608214567986995e-41 2.652923882237270830e-40 7.537227949599305532e-01
9.004502251125563218e-05 9.139672490370580604e-01 2.979999999998236717e+02 1.731093216278281610e-02 1.183701634816341795e-20 2.289662728774280176e-01 -2.403911711191207316e-15 3.876502825342248255e-17 -1.221362688431811482e-13 -9.704531365398339743e-15 -7.158937164722070936e-15 2.129274761609475684e-41 2.652966754491034699e-40 7.537227949599305532e-01
1.050525262631315664e-04 9.139672490370582825e-01 2.979999999998237854e+02 1.731093216278281610e-02 8.873341788793042374e-21 2.289662728774280176e-01 -2.402291703944688230e-15 2.900383707122894294e-17 -1.221172730589412570e-13 -9.706406455343976222e-15 -7.149169137361054700e-15 1.781108127494686423e-41 2.653009626764622443e-40 7.537227949599305532e-01
1.200600300150075005e-04 9.139672490370585045e-01 2.979999999998238422e+02 1.731093216278281610e-02 6.296938505609222454e-21 2.289662728774279898e-01 -2.400672991087092011e-15 2.149559239791957428e-17 -1.221033155799948672e-13 -9.708282661255294210e-15 -7.142073575287642212e-15 1.459321302263620254e-41 2.653052499073981906e-40 7.537227949599305532e-01
1.350675337668834483e-04 9.139672490370586155e-01 2.979999999998238422e+02 1.731093216278281610e-02 4.284432555651210070e-21 2.289662728774279898e-01 -2.399055525369053581e-15 1.572042810324148087e-17 -1.220932656005782595e-13 -9.710159740913713963e-15 -7.137033521106264700e-15 1.176127738154464120e-41 2.653095371431667774e-40 7.537227949599305532e-01
